tag,equipment,VR,VY,VB,IR,IY,IB,temperature,MW,MVAR,MVA,fault,reason,protection,load_percent
1CT-517,CT,385.3222124,392.5723568,411.9179832,51.81011384,28.45175378,134.0431075,86.52631155,0.033,0.034,0.067,Normal,Normal operation,None,71.43499172
2LP-740A,Lighting,411.917349,395.3960096,389.2662356,118.9823072,133.8530508,146.8462107,25.62276887,0.053,0.02,0.073,Overload,Load exceeded limit,Thermal,133.2271896
2VFD-639B,VFD,415.4395402,391.6769339,392.5996697,74.88853949,41.29476034,94.93258063,87.48307858,0.015,0.032,0.047,Normal,Normal operation,None,70.37196015
5CB-274A,CircuitBreaker,402.0912564,386.9995599,400.0948473,125.8288355,23.40603135,124.4182589,78.38553553,0.097,0.007,0.104,Normal,Normal operation,None,91.21770858
6UPS-515A,UPS,390.5646932,388.5909743,398.9397287,73.08397429,105.2449514,121.3100746,35.16884365,0.031,0.017,0.048,Normal,Normal operation,None,99.87966677
5BB-393A,Battery,386.1479808,406.200297,406.5114441,46.0365788,75.29540624,69.78358406,40.49078494,0.026,0.041,0.067,Normal,Normal operation,None,63.7051897
1G-779,Generator,399.7636751,396.1753244,380.3601647,132.430567,54.10549686,74.63968352,78.92561023,0.047,0.025,0.072,Normal,Normal operation,None,87.05858245
7UPS-727B,UPS,381.0063004,400.5371071,410.2493693,134.6003948,60.02378996,58.84690208,40.44319152,0.088,0.009,0.097,Normal,Normal operation,None,84.49036228
5PLC-929,PLC,418.7782381,386.7287185,381.8255956,47.89783489,73.27779272,97.49707396,48.77229212,0.02,0.033,0.053,Normal,Normal operation,None,72.89090053
3SNS-732A,Sensor,396.2478026,406.1725927,382.371605,95.70000541,145.0802983,74.49039986,67.46861462,0.065,0.035,0.1,Normal,Normal operation,None,105.0902345
6PLC-730A,PLC,395.4798266,386.2299449,404.2873077,141.4469641,149.7211175,81.60731208,50.6788398,0.088,0.044,0.132,Overload,Load exceeded limit,Thermal,124.2584646
7PM-123,Motor,385.4803518,401.7545263,388.6046163,78.82560152,28.61325485,90.11795985,53.31792016,0.078,0.047,0.125,Normal,Normal operation,None,65.85227207
3PM-116,Motor,416.0297078,407.7080783,395.8422915,123.48731,32.916762,115.5970777,55.15621085,0.022,0.025,0.047,Normal,Normal operation,None,90.66704991
7TR-945A,Transformer,388.6328025,381.3049324,409.8107187,121.6619836,35.54245511,94.71328705,88.88422815,0.027,0.023,0.05,Normal,Normal operation,None,83.97257525
6UPS-243,UPS,396.721895,385.2442825,385.3443299,55.42108418,90.49976276,93.05742781,34.1549154,0.019,0.043,0.062,Normal,Normal operation,None,79.65942492
2PM-235B,Motor,404.3805569,412.927057,393.1345956,70.30531659,132.273732,95.7395009,96.53710556,0.059,0.023,0.082,Overheating,High temperature,Thermal,99.43951649
6CB-767B,CircuitBreaker,395.3612326,398.5186313,386.6583373,38.50614026,40.85769446,69.01663317,46.89326997,0.051,0.033,0.084,Normal,Normal operation,None,49.46015596
3BB-498B,Battery,387.5691361,391.3709688,391.6678776,104.2870144,52.12038866,33.3855765,88.75157202,0.047,0.01,0.057,Normal,Normal operation,None,63.26432651
5SNS-680A,Sensor,382.116722,411.5078425,414.8183188,67.63810372,95.84271315,127.8783302,63.19435331,0.069,0.015,0.084,Normal,Normal operation,None,97.1197157
4SB-576,Switchboard,384.5529824,388.6150593,387.1756178,71.84481182,115.2601049,93.58546467,78.13965811,0.034,0.039,0.073,Normal,Normal operation,None,93.56346046
6SB-125,Switchboard,392.9696659,393.8652926,418.7994132,96.42501449,89.15635145,143.9497277,44.03884161,0.013,0.05,0.063,Normal,Normal operation,None,109.8436979
6VFD-559,VFD,416.5998017,419.2530606,382.0591321,101.562533,99.17796367,24.58423103,90.64400128,0.033,0.05,0.083,Overheating,High temperature,Thermal,75.10824256
5CT-656B,CT,411.0930848,399.4687335,398.5210765,105.4794068,136.285224,86.7820997,74.7048733,0.023,0.047,0.07,Normal,Normal operation,None,109.5155768
5PM-635,Motor,417.1529143,414.9672791,385.1403285,121.0056806,134.3094851,82.01497201,97.85573506,0.07,0.017,0.087,Overheating,High temperature,Thermal,112.4433792
4SNS-640B,Sensor,407.5434082,383.6446595,394.8269991,109.9043209,111.7357237,31.16282795,40.27123147,0.089,0.019,0.108,Normal,Normal operation,None,84.26762418
7TR-412A,Transformer,399.5935837,399.593044,418.8858288,92.56578681,140.3495809,54.22696476,47.42684295,0.018,0.043,0.061,Normal,Normal operation,None,95.71411082
3PT-404,PT,411.9539552,408.4012978,403.765123,30.32357916,50.38356105,138.6748272,76.9324597,0.074,0.017,0.091,Normal,Normal operation,None,73.12732247
5PM-775A,Motor,419.0436501,408.9564167,384.5298263,132.4574032,109.9652693,77.8324952,75.27576686,0.027,0.016,0.043,Normal,Normal operation,None,106.7517226
7CB-989B,CircuitBreaker,389.6102843,386.7232196,415.5457516,145.325596,122.1875887,35.41245042,55.49388907,0.09,0.01,0.1,Normal,Normal operation,None,100.9752117
1PT-974,PT,414.1502715,414.4072012,409.1621665,133.177835,119.3342706,81.83312894,78.26989802,0.073,0.017,0.09,Normal,Normal operation,None,111.4484115
1SB-910A,Switchboard,386.71509,419.5013454,410.1388487,111.6684008,70.25098933,90.32855016,62.45640126,0.087,0.005,0.092,Normal,Normal operation,None,90.74931342
3SA-475,SurgeArrestor,384.8946463,402.2135672,417.8652895,73.59376934,116.9997348,86.27566932,31.89717412,0.088,0.025,0.113,Normal,Normal operation,None,92.28972447
1UPS-533,UPS,388.0110141,391.0492199,381.8661622,133.7358841,98.16223151,77.37731874,66.83785932,0.066,0.04,0.106,Normal,Normal operation,None,103.0918114
3LP-989,Lighting,387.4152818,397.9110095,405.4033804,20.32687419,26.0492578,138.7597058,25.30081373,0.08,0.017,0.097,Normal,Normal operation,None,61.71194594
4PM-719,Motor,382.1062694,386.3701632,382.8700957,30.41543702,104.6784436,59.45622859,34.88290965,0.018,0.028,0.046,Normal,Normal operation,None,64.8500364
3SNS-275A,Sensor,381.3276488,410.6388383,419.4670943,21.47769665,40.66453079,51.05522297,45.14114561,0.035,0.025,0.06,Normal,Normal operation,None,37.73248347
2CB-721B,CircuitBreaker,401.8051908,397.3214626,406.000063,58.70727341,126.0359013,22.34894515,69.57432718,0.016,0.032,0.048,Normal,Normal operation,None,69.03070663
6SB-308A,Switchboard,409.4739909,399.7118629,419.0753912,123.4936891,22.19447654,33.89060437,76.58130981,0.052,0.046,0.098,Normal,Normal operation,None,59.85958999
3UPS-351B,UPS,402.3976087,400.5893395,416.6726363,72.82647984,29.43015278,115.0443749,65.07931717,0.03,0.023,0.053,Normal,Normal operation,None,72.43366919
3PLC-182,PLC,418.1819085,383.7154654,397.5203523,60.00023447,50.69830247,140.0618273,97.43097705,0.033,0.038,0.071,Overheating,High temperature,Thermal,83.58678807
3G-946A,Generator,402.96572,413.8502365,419.2244023,54.65368856,60.57368666,48.27210794,31.69626,0.046,0.032,0.078,Normal,Normal operation,None,54.49982772
6SB-821A,Switchboard,386.9325548,398.5651731,382.1704613,142.8719331,90.14065768,37.54204518,74.25849526,0.076,0.038,0.114,Normal,Normal operation,None,90.18487866
5PLC-270A,PLC,408.6979884,415.6632125,413.2307158,75.58554313,30.88430648,36.87379016,70.42657641,0.083,0.012,0.095,Normal,Normal operation,None,47.78121326
1SA-309B,SurgeArrestor,407.1364709,392.1021291,387.2034839,37.79632766,56.26334747,82.14840085,74.98823818,0.069,0.026,0.095,Normal,Normal operation,None,58.73602533
6LP-643,Lighting,419.7871677,382.7152584,413.0365249,32.69331501,81.608435,115.3665769,79.17798741,0.089,0.025,0.114,Normal,Normal operation,None,76.55610898
4UPS-400B,UPS,382.0187727,410.5347407,393.5041561,88.8016909,117.9592378,45.68901491,48.82541334,0.063,0.016,0.079,Normal,Normal operation,None,84.14998122
1TR-603,Transformer,392.5752126,407.4983397,381.5219459,143.6315813,57.85059717,120.9810932,65.41979521,0.075,0.03,0.105,Normal,Normal operation,None,107.4877572
3PM-754,Motor,393.785246,382.4711554,393.7377576,59.10315845,77.52090478,53.70220986,95.80049167,0.081,0.014,0.095,Overheating,High temperature,Thermal,63.44209103
1PM-889A,Motor,405.5492789,383.7444814,380.2464505,31.79163732,55.81918203,27.54379027,89.9686731,0.042,0.025,0.067,Normal,Normal operation,None,38.38486988
4PT-807,PT,411.4333986,417.05723,403.9117133,75.37547756,141.9956377,43.54590276,34.2497709,0.029,0.05,0.079,Normal,Normal operation,None,86.97233935
5VFD-928,VFD,380.8022128,399.8623579,401.2582391,43.00933802,145.4185299,63.90550014,70.16765996,0.073,0.049,0.122,Normal,Normal operation,None,84.1111227
1CT-629A,CT,410.6111064,383.6412438,412.3375033,127.8349178,126.6799758,62.48022999,81.45579863,0.053,0.049,0.102,Normal,Normal operation,None,105.6650412
6UPS-775A,UPS,391.3223933,400.1341968,395.4040686,42.76628596,116.2529246,139.8499934,83.10383392,0.064,0.023,0.087,Normal,Normal operation,None,99.623068
1CB-222,CircuitBreaker,383.4179876,392.29851,407.8943269,62.63479091,124.2390157,58.04696354,69.8783243,0.056,0.046,0.102,Normal,Normal operation,None,81.64025673
7PM-853A,Motor,382.34532,408.8428708,400.088126,46.28762908,38.02954308,96.27071104,82.79922982,0.075,0.007,0.082,Normal,Normal operation,None,60.19596107
1SA-596,SurgeArrestor,386.4492042,404.2644557,400.4843315,72.60817148,113.5549843,29.12142374,79.9060005,0.086,0.021,0.107,Normal,Normal operation,None,71.7615265
6CB-903,CircuitBreaker,404.9466659,405.6135069,413.9000071,144.4811174,102.2783266,74.97473515,77.55246818,0.027,0.019,0.046,Normal,Normal operation,None,107.2447264
2PLC-429B,PLC,395.5517385,414.2040605,414.9422322,32.16745948,145.9393653,109.4375303,87.3802234,0.055,0.009,0.064,Normal,Normal operation,None,95.84811838
2TR-800,Transformer,398.4593218,392.6708095,380.5360922,141.1980695,42.93639306,94.95883776,35.61638417,0.011,0.009,0.02,Normal,Normal operation,None,93.0311001
5BB-474B,Battery,397.8023734,414.5758204,405.4851489,69.42857321,36.42729415,133.5433437,39.25821683,0.03,0.011,0.041,Normal,Normal operation,None,79.79973702
1PT-868,PT,398.5939766,403.4841223,396.274758,92.55719873,74.94085495,104.7539512,74.19547004,0.067,0.022,0.089,Normal,Normal operation,None,90.7506683
6UPS-387,UPS,398.9233541,391.8104578,391.3001965,42.5982183,53.82790805,30.39105842,47.14939915,0.016,0.027,0.043,Normal,Normal operation,None,42.27239493
6PLC-672A,PLC,397.7354851,404.8533424,413.5841367,86.84364159,129.1823791,23.78117996,83.35684863,0.042,0.024,0.066,Normal,Normal operation,None,79.93573355
2CT-886B,CT,395.1539393,416.0246676,394.4715443,92.77606932,136.7886238,27.59800358,66.97773722,0.092,0.044,0.136,Normal,Normal operation,None,85.72089888
4SNS-146,Sensor,409.7542434,404.6544257,413.1695627,90.57231744,95.56819435,47.0416787,35.50009962,0.1,0.042,0.142,Normal,Normal operation,None,77.72739683
7UPS-884B,UPS,381.0144734,397.4833768,419.1801102,67.08760014,76.97618893,105.7974631,62.80841774,0.031,0.023,0.054,Normal,Normal operation,None,83.28708405
6G-448A,Generator,417.9226627,403.470518,383.7207061,127.0405293,22.09529304,84.49390814,39.41697678,0.091,0.017,0.108,Normal,Normal operation,None,77.87657681
5CT-669B,CT,399.774075,401.6434541,381.1330039,86.62783653,113.3915086,135.164048,78.73668153,0.084,0.019,0.103,Normal,Normal operation,None,111.7277977
7SA-805,SurgeArrestor,382.3554062,387.6597499,395.9798655,146.9422211,115.2194723,71.34671627,79.48772939,0.063,0.028,0.091,Normal,Normal operation,None,111.1694699
3VFD-532B,VFD,394.9890161,380.5888933,380.7890301,129.4522995,65.69365856,140.9329436,54.38791342,0.04,0.032,0.072,Normal,Normal operation,None,112.0263006
4G-844,Generator,400.1892318,415.7054677,400.1646201,21.94549123,32.69358032,132.5790769,26.87684344,0.071,0.029,0.1,Normal,Normal operation,None,62.40604949
1CB-864B,CircuitBreaker,383.0526684,407.4938895,380.2540104,77.09073573,140.6717708,35.05469973,37.41715967,0.072,0.031,0.103,Normal,Normal operation,None,84.2724021
6PLC-510B,PLC,394.2765745,417.5038826,405.8691036,136.9238726,86.65422863,96.41815105,34.29466214,0.084,0.041,0.125,Normal,Normal operation,None,106.6654174
7SA-898,SurgeArrestor,384.3621217,412.6236781,390.8446825,127.0738296,144.9938559,127.0600479,93.24219794,0.081,0.032,0.113,Overload,Load exceeded limit,Thermal,133.0425778
1G-860A,Generator,399.463416,380.1422818,380.1965078,30.94446239,105.9941875,136.3724066,83.407362,0.022,0.022,0.044,Normal,Normal operation,None,91.1036855
7G-446A,Generator,419.9551221,381.3276831,383.1680153,43.65078882,115.7439404,22.76734216,82.95611762,0.038,0.012,0.05,Normal,Normal operation,None,60.72069047
6PLC-618,PLC,386.2193786,418.0499702,407.676606,100.4921752,117.2953655,136.805406,52.99598267,0.021,0.041,0.062,Normal,Normal operation,None,118.1976489
3PT-763,PT,392.7719874,412.49857,418.7577199,145.207317,63.33215602,24.75604017,33.26195038,0.039,0.006,0.045,Normal,Normal operation,None,77.76517106
6CT-179A,CT,385.4700716,410.8967253,382.3347699,117.0499779,134.256508,23.8123701,69.4956542,0.026,0.015,0.041,Normal,Normal operation,None,91.70628534
3VFD-885A,VFD,403.099505,398.2929275,393.1962787,57.03970024,60.53165941,111.9174438,38.24562413,0.046,0.025,0.071,Normal,Normal operation,None,76.4962678
2TR-575B,Transformer,388.0015112,388.0070023,391.1185141,21.07969892,121.4185753,102.9064401,39.11995229,0.083,0.016,0.099,Normal,Normal operation,None,81.80157142
5SA-852B,SurgeArrestor,415.7441716,395.3882733,392.1295414,85.01535553,79.2333606,91.52324547,33.99364792,0.029,0.022,0.051,Normal,Normal operation,None,85.25732053
6SB-637B,Switchboard,386.0919463,406.4074084,396.6650491,112.1223547,98.25412699,73.8177909,70.44953977,0.045,0.042,0.087,Normal,Normal operation,None,94.73142418
5SNS-707B,Sensor,409.5603152,419.8937508,404.3016378,44.2994771,42.9856074,95.20322729,27.33102685,0.014,0.022,0.036,Normal,Normal operation,None,60.82943726
5PM-939A,Motor,406.3436683,397.3131924,387.6055812,116.7468355,55.89840196,26.95897526,59.30126083,0.053,0.041,0.094,Normal,Normal operation,None,66.53473757
4VFD-181,VFD,395.030031,380.0554134,380.8829334,65.60732751,46.90975743,83.26423861,67.74425854,0.027,0.046,0.073,Normal,Normal operation,None,65.26044118
3CT-851B,CT,417.5976284,406.4554262,385.8659529,60.32182877,112.2405034,144.090948,38.18976201,0.025,0.023,0.048,Normal,Normal operation,None,105.5510934
5SB-212B,Switchboard,381.1927835,414.5281829,383.7512815,99.52608631,108.5331772,74.14201054,64.12822068,0.098,0.011,0.109,Normal,Normal operation,None,94.06709134
7BB-727B,Battery,414.9018558,408.1853108,403.0726446,90.80957674,27.79843387,139.9577364,65.96339168,0.037,0.006,0.043,Normal,Normal operation,None,86.18858232
1LP-710A,Lighting,398.2770713,382.3068045,414.5867978,55.52786587,41.92767211,107.020764,31.83620776,0.021,0.032,0.053,Normal,Normal operation,None,68.15876732
7CT-162B,CT,397.1500132,419.8811051,388.8109919,125.625748,47.00181423,22.70344122,87.79972051,0.074,0.036,0.11,Normal,Normal operation,None,65.11033449
4G-874A,Generator,392.7399057,398.4145074,416.3696316,73.22371249,106.8191395,55.39001732,89.57280774,0.029,0.016,0.045,Normal,Normal operation,None,78.47762311
2SB-633A,Switchboard,416.3298048,405.5586989,409.2531883,55.10628662,73.24168616,69.9267364,47.80410108,0.098,0.03,0.128,Normal,Normal operation,None,66.09156973
2SA-861B,SurgeArrestor,403.5027265,408.3576758,382.8466374,122.4027357,75.93161428,126.2051613,65.00942929,0.044,0.02,0.064,Normal,Normal operation,None,108.1798371
2VFD-825A,VFD,386.4993933,412.4576047,418.4941586,109.2561713,79.43139473,82.57316685,34.66686644,0.096,0.006,0.102,Normal,Normal operation,None,90.42024429
6CB-301B,CircuitBreaker,401.6088122,381.8288257,393.8894884,137.2921455,38.56044377,115.6616812,33.16802585,0.032,0.022,0.054,Normal,Normal operation,None,97.17142348
1BB-824B,Battery,406.6450015,383.2238392,381.3377343,88.62049328,122.9106997,117.110144,37.57431862,0.045,0.029,0.074,Normal,Normal operation,None,109.5471124
5TR-756A,Transformer,406.3500584,389.7136495,383.8552659,139.0683625,27.97366002,59.8816923,60.88645894,0.099,0.04,0.139,Normal,Normal operation,None,75.64123827
4VFD-220B,VFD,386.6322535,391.2047306,415.2959289,123.6150731,120.0063002,134.8402229,45.63291206,0.065,0.017,0.082,Overload,Load exceeded limit,Thermal,126.1538654
5BB-312B,Battery,398.4287014,386.6592734,389.9290217,120.42777,25.61785477,95.5248267,32.80856957,0.022,0.032,0.054,Normal,Normal operation,None,80.52348382
3SB-884,Switchboard,387.5497098,410.6129408,388.0005161,49.40012096,144.9268479,83.07870986,25.61634593,0.013,0.012,0.025,Normal,Normal operation,None,92.46855956
4TR-877,Transformer,394.0935982,381.9500467,382.3836673,96.48111616,138.0592044,78.89509035,33.16990167,0.096,0.036,0.132,Normal,Normal operation,None,104.4784703
3SB-357,Switchboard,384.5327776,403.8284491,383.988467,70.24841878,21.42408869,57.30959665,78.30957263,0.057,0.032,0.089,Normal,Normal operation,None,49.66070137
7LP-901A,Lighting,415.7728703,385.0371195,415.1671851,118.0122757,37.96719133,87.56461982,53.31120004,0.014,0.04,0.054,Normal,Normal operation,None,81.18136227
7PT-199B,PT,397.0407424,412.2079373,386.2981509,42.92441984,76.72488454,78.27564881,38.07538515,0.089,0.015,0.104,Normal,Normal operation,None,65.9749844
4SA-699,SurgeArrestor,413.512466,384.151392,410.8324758,116.0303183,138.4071155,138.7048537,37.12729884,0.058,0.042,0.1,Overload,Load exceeded limit,Thermal,131.0474292
1G-196A,Generator,396.4907239,396.148441,405.2278177,61.54795807,130.8516173,108.9702483,57.51606927,0.068,0.048,0.116,Normal,Normal operation,None,100.4566079
2LP-636,Lighting,383.7353744,412.4914704,399.5712879,146.0498243,25.12988099,54.66092759,52.3811729,0.014,0.008,0.022,Normal,Normal operation,None,75.28021098
6SB-792,Switchboard,386.7027151,386.1149273,398.0297936,111.0674349,118.74866,110.013247,59.25027155,0.055,0.028,0.083,Normal,Normal operation,None,113.2764473
7SB-688,Switchboard,401.4588641,405.412888,402.6367666,86.49986496,112.6230002,112.8267326,29.12821613,0.035,0.049,0.084,Normal,Normal operation,None,103.9831993
4SNS-745B,Sensor,417.4583997,383.3917187,386.3994362,128.9246741,123.9239132,64.32456898,26.05135784,0.069,0.01,0.079,Normal,Normal operation,None,105.7243854
6BB-708A,Battery,416.9753557,414.5356655,409.7501087,46.09886097,25.57983585,25.66399444,43.89275315,0.055,0.034,0.089,Normal,Normal operation,None,32.44756375
1UPS-245,UPS,384.7670996,419.0943616,407.1513074,105.7761861,119.5516379,76.20420636,59.78978427,0.088,0.011,0.099,Normal,Normal operation,None,100.5106768
2PT-291,PT,418.3067254,389.6091717,386.8759823,36.30373829,41.67868592,23.67097423,94.10599045,0.071,0.048,0.119,Overheating,High temperature,Thermal,33.88446615
2PT-891A,PT,414.2193658,388.3193548,395.3312492,87.60048722,81.55166337,47.39390437,66.99895386,0.05,0.044,0.094,Normal,Normal operation,None,72.18201832
5SA-518A,SurgeArrestor,406.4009913,385.9333089,419.9469382,44.66906828,130.7184411,135.2980766,92.52389107,0.02,0.012,0.032,Overheating,High temperature,Thermal,103.561862
1CT-613B,CT,418.5030724,410.1563451,401.9161917,46.99504297,43.83552363,131.5514204,56.71052746,0.026,0.008,0.034,Normal,Normal operation,None,74.12732901
3PLC-700B,PLC,391.0815351,403.7697286,399.6033779,108.224918,20.18052247,148.3452628,37.10650151,0.062,0.028,0.09,Normal,Normal operation,None,92.2502344
6VFD-181A,VFD,402.3307938,398.0954109,397.1760036,65.02263498,35.98442401,47.22729746,88.78380063,0.089,0.02,0.109,Normal,Normal operation,None,49.41145215
1PT-159,PT,419.8283725,386.4830997,401.6298271,89.66489372,25.90774662,25.84093024,25.06085733,0.041,0.04,0.081,Normal,Normal operation,None,47.13785686
1SNS-773A,Sensor,407.7951544,407.5420702,411.0452304,28.00644437,122.1439739,27.73832591,57.46967838,0.093,0.021,0.114,Normal,Normal operation,None,59.29624805
3VFD-969A,VFD,398.254402,394.9359812,415.0625391,46.45653711,28.24446561,44.60292172,97.02867608,0.063,0.044,0.107,Overheating,High temperature,Thermal,39.76797481
6SA-203B,SurgeArrestor,389.7567483,412.9215596,381.9278893,71.53433593,104.3247633,145.5804414,31.52622578,0.069,0.022,0.091,Normal,Normal operation,None,107.1465135
1UPS-756A,UPS,391.4981168,410.5475188,390.7152188,65.06518865,69.72804828,43.70366681,75.74266262,0.077,0.033,0.11,Normal,Normal operation,None,59.49896791
1VFD-906,VFD,405.3137339,388.0655391,400.2633193,67.99099093,119.3449746,59.56797565,99.32266129,0.098,0.044,0.142,Overheating,High temperature,Thermal,82.30131371
2BB-532B,Battery,414.7217513,410.3372639,408.0809153,38.54499461,140.4827713,72.8921908,62.25481439,0.046,0.011,0.057,Normal,Normal operation,None,83.97331892
6VFD-199A,VFD,409.4635708,416.5686472,412.7254337,31.83636058,84.79267508,90.2907982,92.75112888,0.088,0.047,0.135,Overheating,High temperature,Thermal,68.97327795
4TR-530A,Transformer,396.2128679,392.891347,396.9490473,79.61361191,76.15279423,20.64641877,44.58104364,0.067,0.006,0.073,Normal,Normal operation,None,58.80427497
5SA-148,SurgeArrestor,401.9217584,408.7108228,393.9023452,42.10720935,68.69795142,101.2364918,85.43816718,0.025,0.017,0.042,Normal,Normal operation,None,70.68055085
5CB-858,CircuitBreaker,418.5716095,413.8970732,392.4593058,74.08940178,76.57004245,102.5277989,60.12722076,0.043,0.033,0.076,Normal,Normal operation,None,84.39574772
2CAP-455A,CapacitorBank,384.1884616,411.9876062,395.7682995,55.39112514,115.1600088,89.83034626,62.94074019,0.097,0.024,0.121,Normal,Normal operation,None,86.79382674
5SNS-884,Sensor,419.3963972,387.1736174,408.6611688,55.23818137,92.34126896,43.15747069,80.79591894,0.038,0.036,0.074,Normal,Normal operation,None,63.57897367
5CT-915A,CT,406.3923379,397.4805866,417.579251,35.91343225,75.89908562,121.3991039,39.8831035,0.012,0.036,0.048,Normal,Normal operation,None,77.73720726
5PM-396A,Motor,389.5785118,385.4564658,414.9662435,126.6697565,136.2873224,106.4462499,27.5540889,0.039,0.011,0.05,Overload,Load exceeded limit,Thermal,123.1344429
5BB-345A,Battery,385.0844401,392.1888756,416.1447454,108.3638712,128.6032189,32.30895528,33.02954466,0.053,0.023,0.076,Normal,Normal operation,None,89.75868177
5PLC-593,PLC,393.8404433,415.4618963,387.5532653,46.6072317,60.45015551,54.3798498,74.60371174,0.06,0.008,0.068,Normal,Normal operation,None,53.81241234
7BB-266A,Battery,417.8176334,383.0091257,398.2837336,121.293806,79.93907428,148.3741302,97.87036889,0.01,0.041,0.051,Overheating,High temperature,Thermal,116.5356702
7CB-429B,CircuitBreaker,381.7831368,407.782472,401.0682377,144.0104084,58.56278269,43.25017652,79.48276635,0.074,0.029,0.103,Normal,Normal operation,None,81.94112252
2SNS-302B,Sensor,406.3370103,410.1249458,397.4824593,40.1958056,87.54966837,67.41597915,79.67598932,0.02,0.02,0.04,Normal,Normal operation,None,65.05381771
1SA-334,SurgeArrestor,403.2165932,391.1238398,382.4527764,108.1317963,139.0335259,37.83190443,78.52028288,0.098,0.029,0.127,Normal,Normal operation,None,94.99907555
7CAP-528B,CapacitorBank,405.3724066,384.3543466,395.0662107,52.25727156,80.58797387,48.81795037,82.93291802,0.052,0.017,0.069,Normal,Normal operation,None,60.5543986
4PM-310,Motor,406.2531065,395.1180219,415.7726839,20.16670515,78.44659954,67.68662419,40.87529243,0.015,0.019,0.034,Normal,Normal operation,None,55.43330962
4PLC-895B,PLC,404.6668894,406.9668145,388.705466,82.49603647,139.094647,92.96921528,92.00675322,0.088,0.032,0.12,Overheating,High temperature,Thermal,104.8532996
1TR-597B,Transformer,394.4401517,405.4070662,395.4459943,120.434702,123.3823751,51.61400279,88.82498164,0.027,0.031,0.058,Normal,Normal operation,None,98.47702662
7CT-580,CT,396.4306211,400.481124,412.6542019,56.43914726,74.0315912,44.41088338,56.95538991,0.035,0.016,0.051,Normal,Normal operation,None,58.29387395
3G-198,Generator,385.6324912,390.9976325,397.060212,90.271185,78.38484052,112.1921604,41.15024928,0.038,0.029,0.067,Normal,Normal operation,None,93.61606198
2LP-319,Lighting,415.5460632,415.4654082,412.7708131,46.63059832,143.6164869,66.51100001,67.65420145,0.055,0.037,0.092,Normal,Normal operation,None,85.5860284
2CAP-716,CapacitorBank,384.8840267,399.928911,390.254241,111.5273953,145.5605962,42.78841072,88.2628488,0.054,0.047,0.101,Normal,Normal operation,None,99.95880074
2TR-425A,Transformer,413.0167527,391.4034024,391.6551913,137.6042129,58.29942306,137.0454541,92.58470665,0.083,0.025,0.108,Overheating,High temperature,Thermal,110.98303
1CB-349B,CircuitBreaker,414.6937536,380.9936612,395.4491739,27.3416587,97.86976042,46.72355811,87.31258544,0.032,0.046,0.078,Normal,Normal operation,None,57.31165908
4SNS-821A,Sensor,414.1788589,395.1601587,402.9734666,62.3055091,120.0052543,97.97164326,61.89314132,0.042,0.006,0.048,Normal,Normal operation,None,93.42746888
7PLC-783B,PLC,394.7864631,403.2224475,381.2673953,116.4220962,90.87961178,64.96808001,55.66634051,0.029,0.013,0.042,Normal,Normal operation,None,90.75659599
3PM-597,Motor,385.0401146,385.3590304,402.9869548,137.9247452,83.92271104,104.7334493,99.78963425,0.09,0.023,0.113,Overheating,High temperature,Thermal,108.8603018
4CAP-574B,CapacitorBank,416.9319028,407.9933615,387.4529753,22.59979087,22.04461354,62.1253405,51.24287138,0.066,0.035,0.101,Normal,Normal operation,None,35.58991497
5BB-741B,Battery,397.7132891,415.4580688,419.7969956,85.28209103,103.6843383,31.34521014,60.52838338,0.089,0.032,0.121,Normal,Normal operation,None,73.43721315
3VFD-387,VFD,395.3675728,385.7234289,385.0823324,35.33587635,113.6741607,73.81274246,77.46763017,0.011,0.014,0.025,Normal,Normal operation,None,74.27425983
1PLC-559B,PLC,415.9949463,413.0635661,400.412482,26.89035267,130.5620308,63.41344629,97.59592112,0.025,0.025,0.05,Overheating,High temperature,Thermal,73.62194325
1PM-865,Motor,402.1793225,398.4396662,389.941873,86.44836652,67.76394196,63.56852196,92.84690526,0.039,0.02,0.059,Overheating,High temperature,Thermal,72.59361014
6UPS-827,UPS,401.3703487,411.8589205,388.2790587,117.0955774,21.37016756,112.946685,49.01915417,0.071,0.026,0.097,Normal,Normal operation,None,83.80414331
3SA-660,SurgeArrestor,414.2137502,397.7829907,390.1193717,85.78051565,142.4537358,47.25604159,69.24282232,0.08,0.031,0.111,Normal,Normal operation,None,91.83009769
2SA-913,SurgeArrestor,408.3859747,393.0986994,402.2551258,95.17648451,120.3631207,37.72407566,44.45680814,0.042,0.023,0.065,Normal,Normal operation,None,84.42122695
2SA-785A,SurgeArrestor,382.5338469,396.1325634,397.1389173,135.1736399,72.1909237,64.1261302,25.43750166,0.044,0.04,0.084,Normal,Normal operation,None,90.49689794
3PT-921B,PT,381.4291262,415.000962,396.4168111,78.65011256,141.7098538,62.94110098,99.32674343,0.085,0.008,0.093,Overheating,High temperature,Thermal,94.43368912
5UPS-559B,UPS,416.4788277,395.8692628,401.9435005,63.96245686,36.38287115,68.93469157,91.17805355,0.037,0.045,0.082,Overheating,High temperature,Thermal,56.42667319
3G-232B,Generator,382.9062129,417.1628186,385.9256637,108.5891977,81.36206301,132.2875835,77.00541217,0.077,0.043,0.12,Normal,Normal operation,None,107.4129481
